Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
MTLI,1148127,50000000,11836362,0.05,,"W. 3848 Turtle Patch Road P.O. Box 187 Pine River, WI 54965",Jopabeas@yahoo.com,920-987-5105,,Unaudited,12/31/2023 Annual Report,Dec-31,"John W. Beasley (CFO, Secretary, Treasurer)","David Baldwin, John W. Beasley",1 as of 01/01/2023
MTLK,489700,50000000,1255640,,12/31/2023,CO Top Alpha Capital Ltd Haaliya 24 Beit-Yitzhak 4292000 Israel,shay.evron@il.gt.com,973000000000,,Audited,12/31/2023,Dec-31,"Shay Evron (CFO, Acting CEO)","Joseph Ted Winston, Orly Etzion, Yehuda Haiman, Roi Kol, Daniel Magen",
MTLNF,,,,,,"1773 Bayly Street Pickering, ON L1W 2Y7 Canada",mtlcannabis.ca,+1 844-685-2266,,Audited,,Mar-31,,,
MTLRF,,,,,,"R.R. #1 Vittoria, ON N0E 1W0 Canada",,519-428-2464,,,,,,,
MTLZF,,,,,,Industriestrasse 66 Zug 6302 Switzerland,www.metallzug.ch,+41 58 768 10 20,info@metallzug.ch,,,Dec-31,,,
MTMV,621633690,500000000,248653476,0.0001,,"575 Fifth Ave 14th Flr New York, NY 10017",www.motomova.com,+1 6462574214,m@motomova.com,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Menachem Shalom (CEO), Amir Adibi (President), Igor Bluvstein (CFO)","Doron Yom Tov, Amir Adibi, Menachem Shalom",3 as of 01/31/2022
MTMW,9523,100000000,95231517,0.001,,"800 N Rainbow Blvd Suite 208-029 Las Vegas, NV 89107",www.matmown.com,702-738-0016,info@matmown.com,Unaudited,09/30/2014 Quarterly Report,Dec-31,"Michael C. Boyko (President, CEO), Alex Portelli (Corporate Secretary, Treasurer), Murray Goldenberg (Consultant)","Alex Portelli, Greg Chase, Darren Griffith",5 as of 03/31/2013
MTNOF,8117847520,2500000000,1849168000,,,216 14th Avenue Fairland Gauteng 2195 South Africa,www.mtn.com,+27 11 912 3000,investor.relations@mtn.com,Audited,,Dec-31,"RS Dabengwa (President, CEO), B Goschen (CFO), Bongi Mtshali (Secretary)",B Goschen,"8,360 as of 12/31/2005"
MTNOY,8321256000,,1849168000,,,216 14th Avenue Fairland Gauteng 2195 South Africa,www.mtn.com,+27 11 912 3000,investor.relations@mtn.com,Audited,,Dec-31,"RS Dabengwa (President, CEO), B Goschen (CFO), Bongi Mtshali (Secretary)",B Goschen,"8,360 as of 12/31/2005"
MTNX,4453,,44527000,,,"9577 Chesapeake Dr. San Diego, CA 92123",,858-292-7000,,,12/31/2001,,"Timothy da Silva (President, CEO), Denis J. Trafecanty (CFO)",,
MTOMF,544588,Unlimited,77798218,,,Level 2 90 William Street Melbourne Victoria 3000 Australia,www.firstgrowthfunds.com,+613 9605 5917,info@fgfunds.net,Audited,,Jun-30,"IAN BARRY CLARKSON (Executive Director), IAN BARRY CLARKSON (Executive Director)",,
MTPOF,2723687940,,2111386000,,,11F Metrobank Plaza Sen. Gil Puyat Avenue Makati City 1200 Philippines,www.metrobank.com.ph,+632 857 9783,investor.relations@metrobank.com.ph,Audited,,Dec-31,Arthur Ty (President),,
MTPOY,,,,,,11F Metrobank Plaza Sen. Gil Puyat Avenue Makati City 1200 Philippines,www.metrobank.com.ph,+632 857 9783,investor.relations@metrobank.com.ph,Audited,,Dec-31,Arthur Ty (President),,
MTPP,6535988,800000000,266775020,0.0001,03/31/2024,"7325 Oswego Road Liverpool, NY 13090",mountain-top-properties.com,(315) 451-7515,tteece@mountain-top-properties.com,Audited,03/31/2024,Dec-31,"Anthony Teece (CEO, CFO, Secretary)",Anthony Teece,0 as of 06/25/2021
MTPR,393648,2200000000,1968240013,0.001,,"5300 MacArthur Blvd Suite 201 Vancouver, WA 98861",www.metapower.com,360-450-4209,operations@metapower.com,,03/31/2014 Quarterly Report,Dec-31,"Ed Gibson (President), Stephen Ivy (VP, Fin.), John Prouty (VP, Prod. Dev.)",,24 as of 10/01/2012
MTPTF,,,,,,"Chartwell Drive, West Meadows Industrial Estate Derby, ENG DE21 6BZ United Kingdom",www.motorpointplc.com,,,,,Mar-31,,,
MTPVY,1773220625,,128961500,,,89 avenue Charles de Gaulle Neuilly-on-Seine 92575 France,www.m6.fr,+33 01 41 92 66 66,,,,,,,
MTQCF,43230200,,216151000,,,100 Tuas South Avenue 8 Singapore Singapore,www.mtq.com.sg,+65 6777 7651,investorrelation@mtq.com.sg,,,Mar-31,,,
MTRAF,12123554358,,225386770,,,"11 011, boul. Maurice-Duplessis Montreal, QC H1C 1V6 Canada",corpo.metro.ca/en/home.html,514 643-1000,,Audited,,Sep-30,"Eric A. La Fleche (President, CEO), Robert Sawyer (EVP, COO), Christian Bourbonniere (Senior VP), Johanne Choinie (Senior VP), Francois Thibault (Senior VP, CFO, Treasurer), Alain Picard (VP, Human Res.), Marc Giroux (VP, Mkt.), Paul Denommee (Vice President, Corporate Controller), Simon Rivet (Vice President, General Counsel, Secretary), Roberto Sbrugnera (Director, Inv. Rel.)","Pierre A. Lessard, Pierre Brunet, Claude Dussault, Serge Ferland, Eric A. La Fleche, Paule Gauthier, Paul Gobeil, Christian W.E. Haub, Michel Labonte, Marie-Jose Nadeau, Real Raymond, Michael A. Rosicki, Marc De Serres",
MTRBF,,,,,,"One Southampton Row London, ENG WC1B 5HA United Kingdom",www.metrobankonline.co.uk,+44 34 5080 8500,IR@metrobank.plc.uk,,,Dec-31,,,
MTRC,5574000,75000000,2787000,0.001,12/31/2023,"3495 Lakeside Drive #1487 Reno, NV 89509",partstarget.com,(346) 308-4967,Metaterra.x@gmail.com,Audited,10/13/2023 8K Report,Dec-31,"Ebru Torehan (CEO, Treasurer, Secretary), Yigit Neyigit (Compliance Officer)","Ebru Torehan, Alexander Novas Cuevas, Edip Mert Evin, Cemal Kandemir",3 as of 11/02/2023
MTRJF,17925670556,,5481856439,,,MTR Tower Telford Plaza Kowloon Bay Hong Kong,www.mtr.com.hk,852-2993-2111,,Audited,12/31/2005,Dec-31,"Jay Herbert Walder (CEO), Lincoln Leong Kwok Kuen (Principal Fin. Officer)",Raymond Chien Kuo-Fung,"21,256 as of 12/31/2012"
MTRLF,,,,,,,,,,,,,,,
MTRO,136163,1000000000,800955969,0.0001,01/31/2011,"125 Avenida Mesita San Clemente, CA 92673",www.metro-one.com,(949) 682-7891,ir@metro-one.com,,10/30/2010,Jul-31,"Stuart Turk (President, CEO), Evan Schwartzberg (CFO), Carol Segal (Secretary)","Stuart Turk, Frank Abate, Randal Kalpin, Ralph Magid",
MTRPF,,,,,,,,,,,,,,,
MTRT,7178604,2000000000,82512693,0.01,,"420 Lexington Avenue, Suite 300 New York, NY 10170",themedium.io,+1 212-479-2580,company@themedium.io,Unaudited,12/31/2023 Annual Report,Dec-31,"Pan Jong Kim (CEO, President), Yunho Chung (CFO, Secretary), Yongseok Kwon (CTO)","Yunho Chung, Pan Jong Kim",3 as of 06/29/2023
MTSEF,2558014650,,269264700,,,1-4 Kojimachi Chiyoda-ku Tokyo 102-8516 Japan,www.matsui.co.jp,+81 3 5216 0606,,Audited,,Mar-31,"Michio Matsui (President, CEO), Shinichi Usawa (Principal Fin. Officer)",,119 as of 03/01/2012
MTSFF,,,0,,,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku Tokyo 103-0022 Japan",www.mitsuifudosan.co.jp/english,813-3246-3055,mfir@mitsuifudosan.co.jp,Audited,,Mar-31,"Hiromichi Iwasa (CEO), Mitsuhiro Matsumoto (Sr. Managing Director), Masanobu Komoda (President, CEO), Koichi Omuro (EVP), Tatsuo Soda (EVP)",Hiromichi Iwasa,"1,256 as of 12/31/2012"
MTSFY,,,0,,,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku Tokyo 103-0022 Japan",www.mitsuifudosan.co.jp/english,813-3246-3055,mfir@mitsuifudosan.co.jp,Audited,,Mar-31,"Hiromichi Iwasa (CEO), Mitsuhiro Matsumoto (Sr. Managing Director), Masanobu Komoda (President, CEO), Koichi Omuro (EVP), Tatsuo Soda (EVP)",Hiromichi Iwasa,"1,256 as of 12/31/2012"
MTSKF,,,10037400,,,,www.matuoka.co.jp,,,,,Mar-31,,,
MTST,588,150000000,5877383,,,"27 Drydock Avenue 2ndFloor Boston, MA 02210",www.metastat.com,+1 (617) 531-6500,dschneiderman@metastat.com,,02/28/2018,Feb-28,"Douglas A. Hamilton (CEO, President), Daniel Schneiderman (VP, Fin., Secretary)","Jerome B. Zeldis, Paul Billings, Douglas A. Hamilton",
MTSUY,,,0,,,"3-1, Marunouchi 2-Chome Chiyoda-ku Tokyo 100-8086 Japan",www.mitsubishicorp.com/us/en,+81 03-3210-2121,,Audited,,Mar-31,"Hidemoto Mizuhara (President, CEO), Katsuhiro Ito (CFO)",Yorihiko Kohima,
MTSZF,,,,,,,,,,,,,,,
MTTCF,108,1438540,1079120,,06/13/2024,5 David Fikes St. Rehovot 7632805 Israel,www.steakholderfoods.com,972 73-332-2853,info@steakholderfoods.com,Audited,12/31/2023,Dec-31,"Eric Argaman (CEO), Amir Loberman (CFO)",,
MTTGF,,,,,,"Level 10, 20 Martin Place Sydney, NSW 2000 Australia",www.mustangresources.com.a,+61 (0) 2 9239 3119,info@mustangresources.com.au,Audited,03/31/2017 Supplemental Information,Jun-30,"Christiaan L. Jordaan (Managing Director), Robert R. Marusco (CFO, Company Secretary), Victoria Bantz (Securities Counsel)","Ian Daymond, Cobus van Wyk, Peter Spiers",
MTTRF,769883578,,66369274,,,"25 Bethridge Rd. Toronto, ON M9W 1M7 Canada",www.shawcor.com,+1 416 743 7111,meghan.maceachern@shawcor.com,Audited,,Dec-31,G.S. Love (CFO),,
MTTRY,1007089555,,324109600,,,Kaistrasse 3 Dusseldorf 40221 Germany,www.metrogroup.de,+49 211 6886-1051,investorrelations@metro.de,Audited,,Dec-31,"Olaf Koch (CEO), Mark Frese (CFO)",Olaf Koch,
MTTWF,,0,,,,,,,,Audited,,Dec-31,,,
MTUAF,12364590173,,53325298,,,MTU Aero Engines GmbH Dachauer Str. 665 Munich 80995 Germany,www.mtu.de,+49 (0) 89 14894787,Thomas.Franz@mtu.de,Audited,,Dec-31,"Egon A. Behle (CEO), Reiner Winkler (CFO), Peter Kameritsch (VP, Investor Rel.)",,
MTUAY,12814069109,,53325298,,,MTU Aero Engines GmbH Dachauer Str. 665 Munich 80995 Germany,www.mtu.de,+49 (0) 89 14894787,Thomas.Franz@mtu.de,Audited,,Dec-31,"Egon A. Behle (CEO), Reiner Winkler (CFO), Peter Kameritsch (VP, Investor Rel.)",,
MTVX,1102052,20000000000,11020515229,,,"8844 Hillcrest Road Kansas City, MO 64138",,816-767-8783,,,09/30/2014,Dec-31,"Wayne Patterson (CEO), Troy Covey (President), William Maher (Acting CFO, Senior VP, VP, Corporate & Legal Affairs)",,
MTWO,160714781,1000000000,502233691,0.001,06/06/2024,"885 Tahoe Blvd. Incline Village, NV 89451",www.m2icorp.com,(775) 909-6000,dougcole@mac.com,Audited,06/06/2024 8K Report,Nov-30,"Jeffrey Wade Talley (CEO, President), Douglas D Cole (CFO, Executive Director), Jesse Blue (Counsel), Darrin Ocasio (Outside Counsel), Donna S. Moore (Controller)",,6 as of 12/20/2023
MTWTF,,,,,,,,,,,,Mar-31,,,
MTYFF,791765311,,24000161,,,"8210 Transcanada Road Saint-Laurent, QC H4S 1M5 Canada",www.mtygroup.com,+1 (514) 336-8885,info@mtygroup.com,,,Nov-30,,,
MUBDF,679394870,,51700000,,,"180 Queen Street West Toronto, ON M5V 3K1 Canada",www.mackenzieinvestments.com/en,+1 866-766-6623,service@mackenzieinvestments.com,,,Mar-31,,,
MUEL,72136449,20000000,936837,1.0,,"1600 W. Phelps St. Springfield, MO 65802",www.paulmueller.com,4175759000,contact@paulmueller.com,Audited,03/31/2024 Quarterly Report,Dec-31,"David Moore (President, CEO), Jeffrey D. Phillips (COO), Kenneth Jeffries (CFO), Denise Silvey (Corporate Secretary)","John A. Ghirardelli, Curtis Dinan, Lee Viorel, III, David Moore, Jean Morris, John P. (Jack) Stack","1,000 as of 12/30/2022"
MUGH,53491354,600000000,59434838,0.0001,04/30/2024,"4F-1., No. 106, Chang’an W. Rd, Datong Dis Taipei City, 103 Tai 103 Taiwan",www.mu-global.com,887000000000,info@mu-global.com,Audited,05/21/2024 8K Report,Jul-31,"NIU Yen-Yen (CEO, President, CFO), Wang Shing Ya (IR Manager)",NIU Yen-Yen,3 as of 05/14/2024
MUHGF,117711326,36000000,16579060,,,3-8-12 Shin-Yokohama Kohoku-ku Kanagawa 222-0033 Japan,www.maruhachi.co.jp,,,,,Mar-31,,,
MUKCF,681848816,,64325360,,,1 Asahi 7 Asahi Yoshikawa-shi Saitama Japan,www.momotaro.co.jp,,,,,Mar-31,,,
MULG,49091725,250000000,19251657,,03/31/2024,2498 Wanfeng Highway Lane 181 Shanghai China,www.cmuliang.com,(86) 21-67355092,mlgz@cmuliang.com,Audited,09/30/2023,Dec-31,"Lirong Wang (President, CEO), Suisheng Hu (CFO)",,
MULSF,,,,,,,,,,,,Dec-31,,,
MULYF,,,,,,,,,,,,,,,
MUMTF,,,97041026,,,"Beaufort House, 51 New North Road, Exeter, ENG EX4 4EP United Kingdom",www.mitonukmicrocaptrust.com,,,Audited,,Apr-30,,,
MUNLF,,,,,,,,,,,,,,,
MUNMF,13924023,Unlimited,104770680,,,"14th Floor 1040 West Georgia Street Vancouver, BC V6E 4H1 Canada",www.mundoro.com,+1 604-669-8055,info@mundoro.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Teo Dechev (CEO), Jim P Scott (CFO), Christina Lynn Boddy (Corporate Secretary), Mireia Cervera (Controller), Shamil Devji (Manager)","Stephen Altmann, Michael Calyniuk, Teo Dechev, Nick Hatch",10 as of 02/23/2024
MUPQF,,,,,,,m-upholdings.co.jp,,,,,Mar-31,,,
MURCF,,,,,,"409 Granville St. Suite 203 Vancouver, BC V6C 1T2 Canada",,780-665-8118,,,,,Kevin Russell (President),Kevin Russell,
MURGF,67628415873,,140098931,,,Koeniginstrasse 107 Munich 80802 Germany,www.munichre.com,49-89-38-91-0,shareholder@munichre.com,Audited,12/31/2008 Annual Report,Dec-31,"Joerg Schneider (CFO), Erika Englert (Corporate Secretary)","Nikolaus Von Bomhard, Ludger Arnoldussen, Joerg Schneider","46,374 as of 12/12/2012"
MURGY,68676495976,,140098931,,,Koeniginstrasse 107 Munich 80802 Germany,www.munichre.com,49-89-38-91-0,shareholder@munichre.com,Audited,12/31/2008 Annual Report,Dec-31,"Joerg Schneider (CFO), Erika Englert (Corporate Secretary)","Nikolaus Von Bomhard, Ludger Arnoldussen, Joerg Schneider","46,374 as of 12/12/2012"
MURMF,4641760,Unlimited,260773022,,,"Suite 100 - 5063 North Service Road Burlington, ON L7L 5H6 Canada",www.murchisonminerals.com,+1 416 350 3776,info@murchisonminerals.com,Audited,09/30/2023 Interim Financial Report,Dec-31,"Troy Boisjoli (President, CEO), Erik Henray Martin (CFO), John Shmry (VP Expl.)","Jean-Charles Potvin, Denis Arsenault, Cory Belyk, Troy Boisjoli, Donald K. Johnson, Jacqueline Leroux, David Pyper",8 as of 10/30/2023
MURSF,9935351,750000000,397414039,,,"Douglas Roberts Centre,22 Skeen Blvd. 22 Skeen Blvd. Bedfordview 2007 South Africa",www.murrob.com/index.asp,27-11-456-6200,info@murrob.com,Audited,,Jun-30,"Brian Bruce (CEO), Roger Rees (Finance Director), Yunus Karodia (Manager, Corporate Finance, Secretary)",,
MURYF,,,,,,1 George Street Edinburgh EH2 2L United Kingdom,www.murray-intl.co.uk/en-gb,+44 012 6844 8222,inv.trusts@abrdn.com,,,Dec-31,,,
MUSLF,10099859,,72660853,,,"1100 Walkers Line, Suite 401 Burlington, ON L7N 2G3 Canada",www.drinkpromino.cominc.com,+1 855-348-1970,contact@drinkpromino.comlmtinc.com,Audited,09/30/2023 Interim Financial Report,Dec-31,"Shaun Power (CFO), Ashfaqur Syed (Controller)","Sean Bromley, Shaun Power",6 as of 08/01/2023
MUSS,570,200000000,1898695,0.001,04/30/2024,"4400 Biscayne Boulevard 10th Floor Miami, FL 33137",,305/579-8000,,Audited,04/30/2024,Jan-31,"J. Bryant Kirkland, III (President, CEO), Deborah A. Fasanelli (Secretary, Treasurer, CFO)","J. Bryant Kirkland, III, Robert Frome, Robert M. Lungren",1 as of 08/24/2012
MUTM,1048,74000000000,5240240,1e-05,,"1225 N 1200 W Orem, UT 84057",www.mutmcorp.com,801-839-7250,info@mutualmerchantservices.com,,06/30/2010 Interim Financial Report,Dec-31,"Robert Bryan (CEO, President)",Robert Bryan,1 as of 01/01/2014
MVAC,,,,0.01,,"1324 Blundell Rd. Mississauga, ON L4Y 1M5 Canada",www.motorvac.com,800-841-8810,info@motorvac.com,,,,"Mark A. Hallsman (President, CEO)",,
MVCO,2980852,300000000,69322140,0.0001,,"410 Peachtree Pkwy Suite 4245 Cumming, GA 30041",www.metavesco.com,+1 6783415898,info@metavesco.com,Audited,03/31/2024 Quarterly Report,Jun-30,Ryan Schadel (CEO),Ryan Schadel,3 as of 07/24/2023
MVES,311564,5500000000,214872013,0.0001,06/30/2019,"110 S.E. 6th Street Suite 1700 Fort Lauderdale, FL 33301",www.themoviestudio.com,+1 954 332-6600,info@themoviestudio.com,Unaudited,09/30/2023 Quarterly Report,Jun-30,"Gordon Scott Venters (President, CEO, Founder)",Jeff Hines,1 as of 09/26/2022
MVLA,1832888,900000000,51341401,1e-05,,"Suite 110 3535 Executive Terminal Drive Henderson, NV 89052",movella.com,(725) 238-5682,Legal@movella.com,Audited,06/30/2023,Dec-31,"Eric Salzman (CEO), Stephen Smith (CFO), Dennis Calderon (Secretary, General Counsel), Lien Duong (Accountant), Jessica Helling (Other)","Brent Lang, David Chung, Wen Hsieh, Stuart Huizinga, Patricia Ross, Eric Salzman",241 as of 06/30/2023
MVLAW,560732,11214647,11214647,,03/31/2024,"Suite 110 3535 Executive Terminal Drive Henderson, NV 89052",movella.com,(725) 238-5682,Legal@movella.com,Audited,06/30/2023,Dec-31,"Eric Salzman (CEO), Stephen Smith (CFO), Dennis Calderon (Secretary, General Counsel), Lien Duong (Accountant), Jessica Helling (Other)","Brent Lang, David Chung, Wen Hsieh, Stuart Huizinga, Patricia Ross, Eric Salzman",241 as of 06/30/2023
MVLY,45601190,10000000,3328554,,,"9116 Sunland Blvd. Sun Valley, CA 91352",www.missionvalleybank.com,+1 818-394-2300,info@missionvalleybank.com,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (03/31/2024 Quarterly Report), CIK (0000726986), Fiscal Year End (12/31)","Tamara Gurney, Anthony Chuan, Lisa Mora, Michael Henry, Rich Christensen",Nan
MVMDF,10510749,Unlimited,352354962,1.0,,"260 Edgeley Blvd., Unit 4 Concord, ON L4K 3Y4 Canada",www.mvmd.com,+1 647-725-9755,info@mvmd.com,Audited,12/31/2023 Quarterly Report,Mar-31,"Dennis Hancock (CEO, President), Matthew Anderson (CFO)","Dennis Hancock, Paul Lockhard, Kevin Puloski, Nancy Richardson",10 as of 04/04/2024
MVMWF,,,,,,,,,,,,,,,
MVNCD,2744961,270000000000,54355661,,03/31/2024,"21st Floor, Centennial Tower, 3 Temasek Avenue, Singapore 039190 Singapore",www.marvion.media,65 6829 7029,ir@marvion.media,Audited,03/31/2024,Dec-31,"Chan Man Chung (CEO), Parkson Yip (Head of IR), Rebecca Chan (Finance & Controlling)","Chan Man Chung, Tan Tee Soo",5 as of 06/30/2021
MVNT,6654398,600000000,332719882,0.0001,07/03/2006,"6829 Flintlock Rd. Houston, TX 77040",mvmnt.in,+1 713-856-9777,ir@mvmnt.in,Unaudited,12/31/2023 Quarterly Report,Jun-30,"Linh Nguyen (CEO, Treasurer), Long Nguyen (COO, Secretary)",,20 as of 07/19/2021
MVPT,3900,50000000,39002290,0.001,,"3437 W. Shaw Ave.Ste 101 Fresno, CA 93711",mvpholdingsinc.com,+1 559-999-7571,casey@mvpholdingsinc.com,Unaudited,12/31/2021 Annual Report,Dec-31,"Casey M Musick (CEO), Jessica A Musick (Vice President, Chief Operating Officer)",,11 as of 01/25/2021
MVVYF,2866935,Unlimited,195029573,,,"1558 West Hastings Steet Vancouver, BC V6G 3J4 Canada",www.moovly.com,+1 604-639-4457,ir@moovly.com,Audited,03/31/2024 Interim Financial Report,Sep-30,"Brendon Grunewald (CEO), Kelsey Chin (CFO), Geert Coppens (CTO)","Geert Coppens, Brendon Grunewald, Robert Meister, James Newall",15 as of 09/01/2021
MVXM,218076635,200000000,87230654,0.001,03/31/2024,"4800 N. Scottsdale Road Suite 550 Scottsdale, AZ 85251",,(503) 536-0997,,Audited,03/31/2024,Dec-31,"Alexandru Curiliuc (President, CEO, CFO)",Alexandru Curiliuc,
MWAYF,,,,,,,,,,,,,,,
MWCAF,1647722,,12445030,,,"56 Temperance St. Suite 500 Toronto, ON M5H 3Y5 Canada",,416-364-2173,,,,,,,
MWDSF,,,,,,,,,,,,,,,
MWELF,,,88444356,,,"11 Hamelacha Street, Afek Industrial Park, Rosh Haayin 4809121 Israel",www.mtiwe.com,+972 3-9008900,info@mtiwe.com,Audited,,Dec-31,,,
MWRK,1927028,400000000,118952323,0.001,06/11/2024,"3250 Oakland Hills Court Fairfield, CA 94534",www.metaworksplatforms.io,424.570.9446,info@metaworksplatforms.io,Audited,03/31/2024,Dec-31,"James P. Geiskopf (Lead Director), Scott Gallagher (President), Swapan Kakumanu (CFO, Secretary, Treasurer)","Cameron Chell, James P. Geiskopf, Edmund C. Moy, Shelly Murphy",6 as of 02/13/2024
MWSNF,166678279,,300863320,,,"1090 West Georgia St. Suite 1305 Vancouver, BC V6E 3V7 Canada",www.mawsonresources.com,(604) 699 0202,info@mawsonresources.com,Audited,,Dec-31,"Michael Hudson (President, CEO), Mariana Bermudez (Corporate Secretary), Seema Sindwani (IR)",,
MWTCF,919302607,,2011163000,,,MWSS Administration Bldg. 489 Katipunam Ave. Quezon City 1105 Philippines,www.manilawater.com/Pages/Index.aspx,632-981-8129,,Audited,,Dec-31,"Luis Juan A. Oreta (CFO, Treasurer)",,
MWTCY,913068002,,2011163000,,,MWSS Administration Bldg. 489 Katipunam Ave. Quezon City 1105 Philippines,www.manilawater.com/Pages/Index.aspx,632-981-8129,,Audited,,Dec-31,"Luis Juan A. Oreta (CFO, Treasurer)",,
MWWC,1145781,6500000000,5728905549,1e-05,,"16730 Creek Bend Drive Sugar Land, TX 77478",www.marketingworldwide.co,+1 800-722-6463,Letsconnect@marketingworldwide.co,Unaudited,03/31/2024 Quarterly Report,Dec-31,Jason Schlenk (CEO),,1 as of 06/24/2021
MXCEF,,,167102494,,,"150 Quill Way Henderson, WA 6166 Australia",matrixengineered.com,+61 8 9412 1200,,Audited,,Jun-30,,,
MXCHF,2790000000,,1800000000,,,"Avenida Paseo de la Reforma 483, piso 47 Colonia Cuauhtemoc, Alcaldia Cuauhtemoc, Mexico City 06500 Mexico",ir.orbia.com,+52 (55) 5366 4000,diego.echave.ext@orbia.com,Audited,,Dec-31,Antonio Carrillo Rule (General Director),,
MXCHY,,,,,,"Avenida Paseo de la Reforma 483, piso 47 Colonia Cuauhtemoc, Alcaldia Cuauhtemoc, Mexico City 06500 Mexico",ir.orbia.com,+52 (55) 5366 4000,diego.echave.ext@orbia.com,Audited,,Dec-31,Antonio Carrillo Rule (General Director),,
MXCLF,493091459,,47537426,,,"6-6, Nihonbashi Hakozaki-cho, Chuo-ku, Tokyo 103-8502 Japan",www.max-ltd.co.jp/en/about,+81 3-3669-8106,,,,Mar-31,,,
MXGBF,532122572,,9362866,,,,,,,,,Dec-31,,,
MXGFF,151782090,,50594030,,,"715 - 5th Avenue S.W. Suite 1210 Calgary, AB T2P 2X6 Canada",www.maximpowercorp.com,403-263-3021,maxim@maximpowercorp.com,Audited,,Dec-31,"Bruce Chernoff (Interim CEO), John R. Bobenic (President, CEO), Michael R. Mayder (CFO), Kim Karran (Corporate Secretary), Mike Mayder (VP, Fin., CFO)","Bruce Chernoff, Wiley Auch, Johann Polz, W. Brett Wilson",
MXLGF,677199,,24272362,,,"4656 Todd Street Vancouver, BC V5R 3P8 Canada",mxgoldcorp.com,(778) 798-4653,info@mxgold.com,Audited,03/31/2017 Interim Financial Report,Dec-31,"Daniel Omeniuk (CEO), Hugh McPherrson (COO), Kenneth Clifford Phillippe (CFO), Akash Patel (VP, Corp. Dev.), Ashley Lock (Legal Asst.)","Walter Marting, Akash Patel, Kenneth Clifford Phillippe, Lorne McLeod Warner",6 as of 10/02/2017
